,CPU_Name,Price,BenchMarl,cpuValue,TDP,powerPerf
899,Intel Core i7-4940MX @ 3.10GHz,52195.2715,7060,10.09,57,123.86
902,Intel Core i7-5850EQ @ 2.70GHz,32437.95,7036,16.17,47,149.7
903,Intel Core i7-4770 @ 3.40GHz,13324.9133,7030,39.34,84,83.69
904,Intel Core i7-980 @ 3.33GHz,11945.3683,7018,43.81,130,53.99
905,Intel Xeon E5-4640 @ 2.40GHz,4473.4543,7012,116.89,95,73.81
906,Intel Xeon E3-1245 v3 @ 3.40GHz,22296.43,7008,23.44,84,83.43
908,Intel Xeon E3-1231 v3 @ 3.40GHz,37206.7015,6998,14.03,80,87.48
909,Intel Xeon E5-1620 v3 @ 3.50GHz,5925.3322,6991,87.98,140,49.93
911,Intel Xeon E5-4607 v2 @ 2.60GHz,5428.696,6986,95.96,95,73.54
912,Intel Xeon E-2124 @ 3.30GHz,15286.1043,6977,34.04,71,98.27
914,Intel Core i7-7700HQ @ 2.80GHz,28187.46,6957,18.4,45,154.59
916,Intel Core i7-4790S @ 3.20GHz,12154.91,6954,42.66,65,106.98
918,Intel Xeon E5-2440 v2 @ 1.90GHz,37281.2715,6927,13.86,95,72.92
919,AMD Ryzen 3 1300X,8575.55,6925,60.22,65,106.54
923,Intel Xeon W3680 @ 3.33GHz,3568.1745,6917,144.57,130,53.21
924,Intel Core i7-6820HK @ 2.70GHz,28187.46,6906,18.27,45,153.46
925,Intel Xeon E5-2637 v4 @ 3.50GHz,10663.51,6897,48.23,135,51.09
926,Intel Pentium Gold G7400,4995.4443,6896,102.94,46,149.92
928,Intel Core i5-7600K @ 3.80GHz,12377.8743,6869,41.38,91,75.49
929,Intel Xeon E5-2623 v3 @ 3.00GHz,18638.7715,6869,27.48,105,65.42
930,Intel Xeon X5690 @ 3.47GHz,14098.2042,6867,36.32,130,52.82
931,Intel Core i7-5850HQ @ 2.70GHz,32363.38,6866,15.82,47,146.08
932,Intel Xeon E5-2430 v2 @ 2.50GHz,15025.855,6864,34.07,80,85.8
933,Intel Core i3-8350K @ 4.00GHz,15373.3512,6862,33.29,91,75.41
934,Intel Xeon E3-1285L v3 @ 3.10GHz,67112.2543,6848,7.61,65,105.35
935,Intel Core i7-10510U @ 1.80GHz,30499.13,6837,16.72,15,455.82
936,Intel Xeon E5-4620 @ 2.20GHz,5366.0572,6830,94.91,95,71.89
939,Intel Core i7-4770S @ 3.10GHz,94703.9,6819,5.37,65,104.91
940,Intel Core i7-980X @ 3.33GHz,10784.3134,6813,47.11,130,52.41
941,Intel Xeon X5680 @ 3.33GHz,10812.65,6811,46.97,130,52.39
942,AMD Ryzen 3 2200G,9246.68,6781,54.69,65,104.33
943,Intel Core i7-4960HQ @ 2.60GHz,46457.11,6779,10.88,47,144.23
944,Intel Xeon E5-2448L v2 @ 1.80GHz,106187.68,6774,4.76,70,96.77
946,AMD FX-9590 Eight-Core,25655.0628,6768,19.67,220,30.76
947,Intel Core i3-9100F @ 3.60GHz,9246.68,6768,54.58,65,104.12
949,Intel Xeon E3-1230 v3 @ 3.30GHz,22370.2543,6760,22.53,80,84.5
950,Intel Core i7-4930MX @ 3.00GHz,81728.72,6753,6.16,57,118.48
953,Intel Core i5-7640X @ 4.00GHz,4847.05,6675,102.69,112,59.6
954,Intel Core i5-10310U @ 1.70GHz,22147.29,6658,22.42,15,443.89
955,AMD Opteron 6380,63816.2603,6645,7.76,115,57.78
957,Intel Core i3-9100 @ 3.60GHz,12673.9172,6625,38.98,65,101.93
958,Intel Xeon E3-1275 V2 @ 3.50GHz,28652.7768,6613,17.21,77,85.89
959,Intel Xeon E5-2630L v2 @ 2.40GHz,6610.6305,6610,74.56,60,110.17
960,Intel Core i7-1180G7 @ 1.30GHz,31766.82,6607,15.51,15,440.45
961,Intel Core i5-7600 @ 3.50GHz,12676.1543,6598,38.81,65,101.5
964,Intel Xeon E5-1428L v2 @ 2.20GHz,1518.9909,6566,322.34,60,109.43
967,Intel Core i7-6700HQ @ 2.60GHz,28187.46,6544,17.31,45,145.41
969,Intel Xeon E5-1620 v2 @ 3.70GHz,23056.2983,6535,21.14,130,50.27
970,Intel Xeon W3670 @ 3.20GHz,22012.3183,6534,22.13,130,50.26
972,Intel Xeon E3-1280 V2 @ 3.60GHz,28947.3283,6511,16.77,69,94.36
973,Intel Core i7-4820K @ 3.70GHz,11165.3661,6501,43.42,130,50.01
974,Intel Core i7-970 @ 3.20GHz,38776.4,6499,12.5,130,49.99
975,Intel Core i7-3770K @ 3.50GHz,10177.3136,6462,47.35,77,83.93
976,Intel Xeon E3-1290 V2 @ 3.70GHz,65994.45,6461,7.3,87,74.27
977,Intel Xeon E5-4610 @ 2.40GHz,16046.7183,6460,30.02,95,68
978,Intel Xeon E3-1286L v3 @ 3.20GHz,57717.18,6450,8.33,65,99.23
979,Intel Xeon E3-1270 V2 @ 3.50GHz,6337.7043,6431,75.66,69,93.2
981,Intel Xeon Silver 4112 @ 2.60GHz,41013.5,6420,11.67,85,75.53
983,Intel Xeon E5-2608L v3 @ 2.00GHz,32885.37,6415,14.55,52,123.37
984,Intel Core i5-10210U @ 1.60GHz,52394.3734,6401,9.11,15,426.76
985,Intel Core i7-3770 @ 3.40GHz,10438.3086,6397,45.7,77,83.08
987,AMD Opteron 6282 SE,16658.1923,6385,28.58,140,45.61
989,Intel Core i7-8665U @ 1.90GHz,52533.8193,6383,9.06,15,425.51
990,Intel Xeon X5675 @ 3.07GHz,2310.1786,6378,205.88,95,67.14
991,Intel Xeon E5-2420 v2 @ 2.20GHz,6352.6183,6362,74.68,80,79.52
992,Intel Core i7-8565U @ 1.80GHz,45860.55,6358,10.34,15,423.86
993,Intel Core i7-8650U @ 1.90GHz,78223.93,6358,6.06,15,423.89
996,Intel Xeon E5-2640 @ 2.50GHz,5592.75,6321,84.28,95,66.54
997,Intel Xeon E3-1245 V2 @ 3.40GHz,27404.475,6316,17.19,77,82.02
998,Intel Xeon E3-1225 v6 @ 3.30GHz,15520.2541,6312,30.33,73,86.47
999,Intel Core i5-6600K @ 3.50GHz,10066.95,6307,46.72,91,69.31
1000,AMD Ryzen 3 1200,7721.7235,6304,60.88,65,96.98
1001,Intel Xeon E3-1240 V2 @ 3.40GHz,7456.2543,6301,63.02,69,91.32
1003,Intel Core i7-4850HQ @ 2.30GHz,32363.38,6299,14.51,47,134.03
1004,Intel Xeon E5-4617 @ 2.90GHz,2675.5716,6298,175.52,130,48.44
1005,Intel Core i7-4790T @ 2.70GHz,66591.01,6291,7.05,45,139.81
1006,Intel Core i5-8350U @ 1.70GHz,22147.29,6284,21.16,15,418.94
1008,Intel Core i7-4910MQ @ 2.90GHz,34298.4715,6265,13.62,47,133.3
1009,Intel Xeon E5-2620 v2 @ 2.10GHz,3653.93,6246,127.47,80,78.08
1010,AMD Opteron 6276,72218.0622,6245,6.45,115,54.3
1011,Intel Xeon E5-2637 v2 @ 3.50GHz,9509.1664,6244,48.96,130,48.03
1012,Intel Core i5-8365U @ 1.60GHz,40198.4499,6239,11.57,15,415.95
1013,Intel Xeon D-1622 @ 2.60GHz,12676.9,6205,36.5,40,155.12
1014,Intel Xeon W-2104 @ 3.20GHz,19015.35,6202,24.32,120,51.69
1015,Intel Xeon E3-1230 V2 @ 3.30GHz,4621.1029,6192,99.93,69,89.75
1018,Intel Core i7-3770S @ 3.10GHz,8500.98,6178,54.2,65,95.05
1019,Intel Xeon E3-1240L v5 @ 2.10GHz,20730.46,6173,22.21,25,246.93
1020,Intel Core i3-8100 @ 3.60GHz,12676.1543,6163,36.26,65,94.82
1021,Intel Core i3-9300T @ 3.20GHz,10663.51,6162,43.09,35,176.07
1025,Intel Core i3-8300 @ 3.70GHz,19813.249,6136,23.1,62,98.97
1026,Intel Xeon E5-2630 @ 2.30GHz,3653.93,6131,125.12,95,64.54
1027,AMD FX-8370 Eight-Core,16330.0843,6128,27.98,125,49.02
1029,Intel Core i5-6600 @ 3.30GHz,8873.83,6107,51.32,65,93.96
1030,Intel Xeon X5660 @ 2.80GHz,5393.6481,6107,84.43,95,64.28
1031,Intel Core i5-8265U @ 1.60GHz,37276.0516,6103,12.21,15,406.87
1032,Intel Xeon X5670 @ 2.93GHz,4768.0058,6090,95.25,95,64.11
1035,Intel Core i3-8100B @ 3.60GHz,9917.81,6081,45.72,65,93.55
1036,Intel Xeon E3-1268L v5 @ 2.40GHz,34044.1878,6079,13.32,35,173.69
1037,Intel Core i5-7600T @ 2.80GHz,22221.86,6073,20.38,35,173.5
1038,Intel Xeon E5-2658 @ 2.10GHz,100721.699,6073,4.5,95,63.92
1039,AMD Opteron 6344,28262.03,6069,16.01,115,52.77
1040,Intel Core i5-7500 @ 3.40GHz,12377.8743,6064,36.53,65,93.3
1041,Intel Xeon E-2104G @ 3.20GHz,38030.7,6057,11.88,65,93.19
1042,Intel Core i7-4900MQ @ 2.80GHz,41460.92,6051,10.88,47,128.75
1045,Intel Core i7-4810MQ @ 2.80GHz,13418.8715,6034,33.53,47,128.37
1049,Intel Xeon E3-1265L v3 @ 2.50GHz,52195.2715,5987,8.55,45,133.05
1050,AMD FX-9370 Eight-Core,18866.21,5985,23.66,220,27.21
1052,AMD FX-8350 Eight-Core,9171.3643,5969,48.53,125,47.75
1053,Intel Core i7-3840QM @ 2.80GHz,40929.2359,5966,10.87,45,132.57
1055,Intel Xeon E3-1225 v5 @ 3.30GHz,29753.43,5961,14.94,80,74.51
1057,Intel Xeon E5-2650L @ 1.80GHz,3653.93,5929,120.99,70,84.69
1064,Intel Xeon E5-2440 @ 2.40GHz,12676.9,5900,34.71,95,62.11
1066,AMD Opteron 6378,127508.7344,5889,3.44,115,51.21
1068,Intel Xeon E5-1620 @ 3.60GHz,13415.8887,5871,32.64,130,45.16
1069,Intel Xeon E5-2430 @ 2.20GHz,5145.33,5863,84.97,95,61.72
1070,Intel Xeon E5-1410 v2 @ 2.80GHz,1431.744,5842,304.26,80,73.02
1072,Intel Core i7-4800MQ @ 2.70GHz,17896.0543,5829,24.29,47,124.02
1073,Intel Core i3-8300T @ 3.20GHz,11852.9015,5827,36.66,25,233.07
1075,Intel Core i7-4710MQ @ 2.50GHz,20250.9749,5800,21.36,47,123.4
1076,Intel Core i3-1115G4E @ 3.00GHz,21252.45,5776,20.27,15,385.06
1077,AMD Opteron 4274 HE,5741.1443,5776,75.02,65,88.86
1078,Intel Xeon E5-2450L @ 1.80GHz,4847.05,5769,88.76,70,82.42
1080,Intel Xeon X5650 @ 2.67GHz,4325.06,5761,99.32,95,60.64
1082,Intel Core i7-3820QM @ 2.70GHz,40938.93,5755,10.48,45,127.89
1083,Intel Xeon Bronze 3106 @ 1.70GHz,24929.4967,5754,17.21,85,67.7
1084,Intel Core i7-3820 @ 3.60GHz,8797.0229,5754,48.77,130,44.26
1085,Intel Core i7-4770T @ 2.50GHz,57418.9,5748,7.46,45,127.73
1088,Intel Xeon E3-1220 v6 @ 3.00GHz,31071.8276,5729,13.75,72,79.57
1090,Intel Core i5-7440EQ @ 2.90GHz,18642.5,5711,22.84,45,126.91
1091,Intel Core i7-3740QM @ 2.70GHz,16257.7514,5708,26.18,45,126.85
1092,Intel Xeon E3-1220 v5 @ 3.00GHz,14527.7274,5707,29.29,80,71.34
1094,Intel Core i7-3920XM @ 2.90GHz,81728.72,5700,5.2,55,103.63
1096,Intel Xeon E3-1205 v6 @ 3.00GHz,14392.01,5682,29.44,65,87.41
1097,Intel Core i7-3940XM @ 3.00GHz,12303.3043,5671,34.37,55,103.1
1099,Intel Core i5-6600T @ 2.70GHz,9096.0486,5655,46.36,35,161.56
1100,Intel Core i5-6500 @ 3.20GHz,9619.53,5655,43.84,65,87
1101,Intel Core i7-3720QM @ 2.60GHz,14613.4829,5651,28.83,45,125.57
1102,AMD Opteron 6238,7733.6547,5625,54.24,115,48.91
1103,Intel Core i5-4690K @ 3.50GHz,5219.1543,5623,80.34,88,63.9
1105,Intel Core i7-2700K @ 3.50GHz,13422.6,5604,31.13,95,58.99
1109,Intel Core i7-3770T @ 2.50GHz,11676.9163,5573,35.59,45,123.84
1110,Intel Core i5-4690 @ 3.50GHz,8864.8816,5572,46.87,84,66.33
1111,AMD Opteron 6376,153241.35,5572,2.71,115,48.45
1113,Intel Core i7-4700HQ @ 2.40GHz,28560.31,5560,14.52,47,118.3
1114,Intel Core i5-8365UE @ 1.60GHz,22147.29,5555,18.71,15,370.36
1115,Intel Core i5-5675C @ 3.10GHz,19264.4138,5548,21.48,65,85.36
1116,Intel Core i5-4670K @ 3.40GHz,11549.4016,5547,35.82,84,66.04
1118,Intel Xeon E5-2643 @ 3.30GHz,12117.625,5523,33.99,130,42.48
1119,Intel Xeon E3-1226 v3 @ 3.30GHz,20857.229,5520,19.74,84,65.71
1120,Intel Core i7-4710HQ @ 2.50GHz,28187.46,5518,14.6,47,117.4
1121,Intel Xeon E3-1280 @ 3.50GHz,26696.06,5510,15.39,95,58
1125,Intel Core i7-2600K @ 3.40GHz,5964.8543,5500,68.76,95,57.89
1126,Intel Core i5-7400 @ 3.00GHz,13049.75,5499,31.42,65,84.6
1128,Intel Core i5-4670 @ 3.40GHz,7457,5440,54.4,84,64.77
1134,Intel Core i3-9100T @ 3.10GHz,9097.54,5419,44.42,35,154.82
1135,Intel Core i5-6402P @ 2.80GHz,10430.8516,5414,38.7,65,83.29
1136,AMD FX-8320 Eight-Core,6143.0766,5409,65.66,125,43.27
1137,Intel Xeon E3-1240 @ 3.30GHz,10514.37,5398,38.28,80,67.47
1138,Intel Xeon E3-1270 @ 3.40GHz,5963.3629,5386,67.35,80,67.32
1139,Intel Core i5-4690S @ 3.20GHz,10325.7079,5380,38.85,65,82.77
1140,Intel Xeon E3-1275 @ 3.40GHz,55852.93,5372,7.17,95,56.54
1142,Intel Xeon E3-1245 @ 3.30GHz,18269.65,5366,21.9,95,56.49
1146,Intel Xeon E5-2609 v4 @ 1.70GHz,23485.8215,5351,16.99,85,62.96
1147,Intel Core i5-4590 @ 3.30GHz,4325.06,5344,92.14,84,63.62
1148,Intel Core i7-2600 @ 3.40GHz,6636.73,5344,60.04,95,56.25
1149,Intel Core i5-7500T @ 2.70GHz,14092.2386,5319,28.15,35,151.97
1150,Intel Core i7-4700MQ @ 2.40GHz,14020.6514,5319,28.29,47,113.17
1152,Intel Xeon E3-1240L v3 @ 2.00GHz,66777.435,5304,5.92,25,212.17
1155,Intel Core i3-8100T @ 3.10GHz,19599.2331,5291,20.13,35,151.18
1156,AMD Opteron 6274,66065.2915,5286,5.97,115,45.97
1157,Intel Xeon X5687 @ 3.60GHz,14164.5715,5282,27.81,130,40.63
1158,Intel Xeon E5-2620 @ 2.00GHz,5641.2205,5280,69.79,95,55.58
1160,Intel Xeon E5-2430L @ 2.00GHz,2407.1196,5273,163.36,60,87.89
1162,Intel Xeon E3-1225 v3 @ 3.20GHz,6707.5715,5264,58.52,84,62.67
1164,AMD Opteron 6328,25611.8122,5246,15.27,115,45.62
1165,Intel Xeon E5-1607 v4 @ 3.10GHz,13274.9514,5245,29.46,140,37.46
1167,AMD Opteron 6272,43526.509,5240,8.98,115,45.56
1168,AMD FX-8370E Eight-Core,1874.6898,5235,208.22,95,55.1
1169,Intel Core i5-4670R @ 3.00GHz,20581.32,5233,18.96,65,80.5
1172,AMD FX-8300 Eight-Core,5122.2133,5223,76.03,95,54.97
1175,Intel Core i5-4570 @ 3.20GHz,7456.2543,5199,52,84,61.9
1178,Intel Core i5-6400 @ 2.70GHz,9693.3543,5163,39.72,65,79.43
1180,Intel Xeon E5649 @ 2.53GHz,5417.5105,5160,71.02,80,64.5
1181,AMD FX-8150 Eight-Core,4677.7761,5158,82.22,125,41.26
1182,Intel Xeon E3-1220 v3 @ 3.10GHz,24235.25,5154,15.86,80,64.42
1184,Intel Xeon E5-2420 @ 1.90GHz,12676.9,5149,30.29,95,54.2
1186,AMD FX-8310 Eight-Core,61978.8555,5145,6.19,95,54.15
1188,Intel Core i7-3630QM @ 2.40GHz,32061.3715,5131,11.93,45,114.03
1189,Intel Core i3-1005G1 @ 1.20GHz,20954.17,5128,18.25,15,341.84
1191,Intel Xeon X5672 @ 3.20GHz,3354.9043,5117,113.73,95,53.86
1192,Intel Xeon X5677 @ 3.47GHz,8202.7,5112,46.47,130,39.32
1194,Intel Core i7-3610QM @ 2.30GHz,29827.2543,5100,12.75,45,113.32
1195,Intel Core i7-4702MQ @ 2.20GHz,26252.3685,5095,14.47,37,137.71
1196,Intel Core i5-4590S @ 3.00GHz,19388.2,5095,19.6,65,78.39
1199,Intel Xeon W-2102 @ 2.90GHz,21400.8443,5077,17.69,120,42.31
1203,Intel Core i7-4765T @ 2.00GHz,37206.7015,5036,10.09,35,143.88
1206,Intel Core i7-8665UE @ 1.70GHz,30499.13,5017,12.27,15,334.48
1207,Intel Core i7-10510Y @ 1.20GHz,30051.71,5016,12.45,7,716.63
1209,Intel Xeon E3-1230 @ 3.20GHz,20148.0683,5006,18.53,80,62.58
1210,Intel Xeon E3-1290 @ 3.60GHz,65994.45,4988,5.64,95,52.5
1211,AMD FX-8320E Eight-Core,9843.24,4972,37.67,95,52.34
1212,Intel Xeon E5645 @ 2.40GHz,3877.64,4955,95.29,80,61.94
1216,Intel Core i5-3570K @ 3.40GHz,4894.7748,4936,75.21,77,64.11
1218,Intel Core i5-4670S @ 3.10GHz,15883.41,4919,23.09,65,75.67
1219,Intel Core i5-4570S @ 2.90GHz,12646.3263,4914,28.97,65,75.59
1220,Intel Core i5-3570 @ 3.40GHz,12378.62,4910,29.58,77,63.77
1222,AMD FX-8140 Eight-Core,11100.4902,4860,32.65,95,51.15
1223,AMD Opteron 6366 HE,25651.3343,4858,14.12,85,57.16
1224,Intel Core i3-7320 @ 4.10GHz,13213.0583,4856,27.4,51,95.21
1226,Intel Core i5-6500T @ 2.50GHz,16518.7464,4845,21.87,35,138.42
1228,Intel Core i5-7442EQ @ 2.10GHz,18642.5,4834,19.34,25,193.35
1229,Intel Core i5-4460 @ 3.20GHz,5925.3322,4834,60.84,84,57.55
1231,Intel Core i3-7350K @ 4.20GHz,18702.156,4819,19.22,60,80.32
1233,Intel Xeon Bronze 3204 @ 1.90GHz,18716.3243,4796,19.11,85,56.43
1235,Intel Core i5-3550 @ 3.30GHz,25004.0667,4783,14.26,77,62.11
1236,Intel Core i5-6500TE @ 2.30GHz,17196.5877,4776,20.71,35,136.47
1238,Intel Xeon E3-1225 V2 @ 3.20GHz,16792.4183,4766,21.16,77,61.89
1239,Intel Xeon E3-1230L v3 @ 1.80GHz,33444.645,4764,10.62,25,190.58
1241,AMD Opteron 6220,1105.1274,4753,320.68,115,41.33
1243,Intel Pentium 6805 @ 1.10GHz,12005.77,4745,29.47,15,316.33
1246,Intel Xeon E3-1235 @ 3.20GHz,17449.38,4725,20.19,95,49.73
1247,Intel Core i5-4440 @ 3.10GHz,5891.03,4718,59.72,84,56.16
1248,Intel Xeon E3-1265L V2 @ 2.50GHz,11184.7543,4711,31.41,45,104.68
1249,Intel Core i5-7400T @ 2.40GHz,13038.5645,4710,26.94,35,134.57
1251,Intel Core i3-7300 @ 4.00GHz,22370.2543,4703,15.68,51,92.23
1253,Intel Xeon E5-2603 v4 @ 1.70GHz,19253.2283,4695,18.19,85,55.24
1254,Intel Xeon E3-1220 V2 @ 3.10GHz,6935.01,4691,50.44,69,67.98
1255,Intel Atom C3758 @ 2.20GHz,14392.01,4683,24.27,25,187.33
1256,Intel Xeon E5-1410 @ 2.80GHz,3354.9043,4677,103.95,80,58.46
1257,AMD Opteron 4284,1105.1274,4665,314.79,95,49.11
1259,Intel Core i5-3470 @ 3.20GHz,7872.3549,4657,44.11,77,60.48
1260,Intel Core i5-4430 @ 3.00GHz,11093.7789,4646,31.23,84,55.31
1262,Intel Core i7-3632QM @ 2.20GHz,6703.843,4628,51.48,35,132.22
1264,Intel Core i5-3570S @ 3.10GHz,4988.733,4620,69.07,65,71.08
1265,Intel Core i7-2860QM @ 2.50GHz,13572.4857,4607,25.31,45,102.37
1268,Intel Core i5-6442EQ @ 1.90GHz,18642.5,4598,18.39,25,183.92
1271,Intel Xeon L5640 @ 2.27GHz,5417.5105,4591,63.2,60,76.52
1273,Intel Xeon Bronze 3104 @ 1.70GHz,23880.2968,4585,14.32,85,53.94
1274,AMD FX-8120 Eight-Core,3727.7543,4578,91.57,125,36.62
1276,AMD Athlon 240GE,10290.66,4551,32.98,35,130.03
1277,Intel Xeon X5667 @ 3.07GHz,1345.2428,4551,252.25,95,47.9
1282,Intel Core i5-3550S @ 3.00GHz,23858.6715,4537,14.18,65,69.79
1284,Intel Core i7-2600S @ 2.80GHz,21177.88,4524,15.93,65,69.61
1285,AMD Opteron 4280,7083.4043,4504,47.41,95,47.41
1286,Intel Core i5-4460S @ 2.90GHz,49215.4543,4503,6.82,65,69.28
1287,Intel Core i3-9100TE @ 2.20GHz,9097.54,4501,36.89,35,128.59
1288,Intel Core i5-3450 @ 3.10GHz,17893.0715,4497,18.74,77,58.41
1289,Intel Pentium Gold G6605 @ 4.30GHz,9265.3225,4493,36.16,58,77.47
1290,AMD Athlon 3000G,4100.6043,4480,81.47,35,128.01
1292,AMD FX-6350 Six-Core,4595.7491,4463,72.42,125,35.71
1294,Intel Xeon X5647 @ 2.93GHz,1486.1801,4455,223.53,130,34.27
1295,AMD Athlon 220GE,9619.53,4450,34.5,35,127.15
1296,Intel Xeon E5-1603 v3 @ 2.80GHz,960.4616,4448,345.33,140,31.77
1298,Intel Xeon E5-2609 v3 @ 1.90GHz,5956.6516,4423,55.37,80,55.28
1299,Intel Core i7-2960XM @ 2.70GHz,29824.2715,4423,11.06,55,80.41
1303,Intel Pentium Gold G6600 @ 4.20GHz,8005.0895,4396,40.95,58,75.8
1305,Intel Core i3-6300 @ 3.80GHz,12191.4493,4386,26.83,51,86
1306,AMD Opteron 4386,17874.429,4378,18.26,95,46.08
1307,Intel Pentium Gold G6505 @ 4.20GHz,5592.75,4378,58.37,58,75.48
1308,Intel Core i3-8121U @ 2.20GHz,21625.3,4376,15.09,15,291.73
1309,Intel Core i3-6320 @ 3.90GHz,10812.65,4372,30.15,51,85.73
1311,Intel Core i5-4670T @ 2.30GHz,19315.1214,4361,16.84,45,96.91
1313,Intel Core i7-2760QM @ 2.40GHz,10292.1514,4353,31.54,45,96.72
1314,Intel Core i5-3470S @ 2.90GHz,5145.33,4353,63.09,65,66.97
1315,Intel Core i7-2820QM @ 2.30GHz,18641.7543,4347,17.39,45,96.61
1316,Intel Core i7-2920XM @ 2.50GHz,8948.4,4344,36.2,55,78.97
1317,Intel Core i3-7100 @ 3.90GHz,9544.2143,4342,33.92,51,85.13
1319,Intel Core i5-6400T @ 2.20GHz,11930.4543,4302,26.89,35,122.91
1320,Intel Core i3-8109U @ 3.00GHz,37284.2543,4301,8.6,28,153.6
1321,Intel Pentium Gold G6405 @ 4.10GHz,4481.657,4285,71.29,58,73.87
1323,Intel Atom C3958 @ 2.00GHz,33481.93,4281,9.53,31,138.1
1324,Intel Core i5-4440S @ 2.80GHz,14019.16,4277,22.75,65,65.79
1325,Intel Core i5-3450S @ 2.80GHz,7084.15,4264,44.88,65,65.59
1326,Intel Xeon E5-1607 v2 @ 3.00GHz,17147.3715,4259,18.52,130,32.76
1328,Intel Core i7-7567U @ 3.50GHz,54733.6343,4256,5.8,28,152.01
1329,Intel Core i5-6350HQ @ 2.30GHz,22818.42,4255,13.9,45,94.55
1333,Intel Core i5-3350P @ 3.10GHz,12304.05,4237,25.68,69,61.4
1340,Intel Core i3-6100 @ 3.70GHz,9806.7007,4177,31.76,51,81.9
1341,Intel Core i5-3475S @ 2.90GHz,10700.795,4177,29.11,65,64.26
1342,Intel Pentium J6426 @ 2.00GHz,5965.6,4173,52.17,10,417.34
1343,Intel Core i3-6098P @ 3.60GHz,24235.25,4170,12.83,54,77.23
1344,Intel Core i5-4430S @ 2.70GHz,6859.6943,4168,45.31,65,64.13
1346,Intel Core i5-3340 @ 3.10GHz,14541.15,4165,21.36,77,54.09
1348,Intel Pentium Gold G5600F @ 3.90GHz,6934.2643,4160,44.74,54,77.04
1349,Intel Core i3-7300T @ 3.50GHz,13541.1663,4159,22.9,35,118.82
1351,AMD FX-6300 Six-Core,3533.1266,4155,87.7,95,43.74
1352,Intel Atom x6425E @ 2.00GHz,4175.92,4153,74.15,12,346.04
1354,Intel Pentium Gold G6500 @ 4.10GHz,7232.5443,4147,42.76,58,71.5
1356,AMD Athlon 200GE,9238.4773,4135,33.38,35,118.15
1357,AMD Opteron 3380,60327.13,4134,5.11,65,63.6
1358,Intel Core i3-8145UE @ 2.20GHz,20954.17,4133,14.71,15,275.56
1359,Intel Pentium Gold G6400 @ 4.00GHz,5565.1591,4130,55.34,58,71.21
1360,Intel Core i5-2550K @ 3.40GHz,11078.1192,4123,27.75,95,43.4
1361,Intel Core i7-2720QM @ 2.20GHz,13418.8715,4114,22.86,45,91.43
1363,Intel Pentium Gold G5620 @ 4.00GHz,11930.4543,4102,25.64,54,75.97
1364,Intel Core i5-3340S @ 2.80GHz,7457,4102,41.02,65,63.11
1365,Intel Core i5-2500 @ 3.30GHz,4389.9359,4101,69.66,95,43.17
1366,Intel Core i5-2500K @ 3.30GHz,4399.63,4097,69.44,95,43.13
1367,Intel Core i5-3330 @ 3.00GHz,5544.2795,4090,55.01,77,53.11
1369,AMD Opteron 6234,33630.3243,4072,9.03,115,35.41
1370,Intel Atom x6413E @ 1.50GHz,3206.51,4070,94.64,9,452.18
1374,Intel Xeon E3-1260L @ 2.40GHz,9321.25,4041,32.33,45,89.81
1375,Intel Core i3-6300T @ 3.30GHz,10483.7963,4040,28.74,35,115.43
1377,Intel Xeon E5640 @ 2.67GHz,5070.76,4018,59.08,80,50.22
1379,AMD Opteron 6212,4756.8203,4007,62.81,115,34.84
1380,Intel Core i3-10110U @ 2.10GHz,32376.0569,4005,9.22,15,267.01
1381,Intel Pentium Gold G6500T @ 3.50GHz,5592.75,4005,53.4,35,114.42
1382,AMD FX-6200 Six-Core,22367.2715,4001,13.34,125,32.01
1384,Intel Core i5-4590T @ 2.00GHz,15655.9715,3982,18.97,35,113.78
1386,Intel Core i5-2450P @ 3.20GHz,13345.7929,3974,22.21,95,41.83
1389,AMD Opteron 4334,9690.3715,3949,30.39,95,41.57
1393,Intel Core i5-6287U @ 3.10GHz,22669.28,3925,12.91,28,140.19
1394,Intel Core i3-7101TE @ 3.40GHz,8724.69,3911,33.43,35,111.75
1395,AMD Opteron 4332 HE,2758.3443,3906,105.59,65,60.09
1397,Intel Celeron J6412 @ 2.00GHz,4026.78,3904,72.29,10,390.38
1398,Intel Core i5-7260U @ 2.20GHz,35047.1543,3895,8.29,15,259.67
1400,AMD PRO A12-9800,12602.33,3878,22.95,65,59.66
1402,AMD FX-6120 Six-Core,8055.0514,3863,35.76,95,40.66
1404,Intel Xeon E3-1220 @ 3.10GHz,3002.1882,3855,95.75,80,48.18
1405,Intel Core i7-6660U @ 2.40GHz,30946.55,3851,9.28,15,256.72
1408,AMD FX-8100 Eight-Core,10292.1514,3847,27.87,95,40.5
1410,Intel Core i5-2400 @ 3.10GHz,6604.6649,3840,43.35,95,40.42
1411,Intel Core i3-8145U @ 2.10GHz,20954.17,3837,13.65,15,255.79
1412,Intel Xeon E3-1225 @ 3.10GHz,5145.33,3817,55.32,95,40.18
1413,Intel Core i3-1115GRE @ 3.00GHz,25204.66,3816,11.29,15,254.38
1415,Intel Core i5-3330S @ 2.70GHz,14910.2715,3810,19.05,65,58.61
1416,Intel Core i3-4370 @ 3.80GHz,22296.43,3807,12.73,54,70.49
1420,Intel Core i5-2380P @ 3.10GHz,5797.0718,3797,48.84,95,39.97
